time,delta_lambda_simulink,delta_lambda_noisy,label,delta_lambda_filtered
439,2.71371619759982,2.68329630405758,normal,2.608450819592988
440,2.67854161484693,2.67164399040162,normal,2.557474121911558
441,2.40772273658257,2.35442341057779,normal,2.5445452477849146
442,2.3232623773857,2.33842873651778,normal,2.530881803901316
443,2.63716239739126,2.60607180365244,normal,2.523501899534716
444,2.31885040917344,2.27218215029768,normal,2.5156855465338013
445,2.68173127653253,2.68348748786721,normal,2.489189925831515
446,2.52547585322082,2.53982780161724,normal,2.5034815691922088
447,2.18299726027026,2.17596131612131,normal,2.5058444941918494
448,2.68284561092829,2.69877266941669,normal,2.508263919528349
449,2.33041515902975,2.35304053482028,normal,2.506317153794922
450,2.40272581844564,2.42318182446552,normal,2.5039673947861933
451,2.87728787385723,2.8710502604857,normal,2.4810812741106774
452,2.4402523166773,2.44821273899605,normal,2.49749491265655
453,2.44921061544874,2.43264250858824,normal,2.476114627440536
454,2.67344937160534,2.71874017905219,normal,2.4781249569291
455,2.72953454748393,2.70793537044912,normal,2.512095605814697
456,2.35979870577671,2.32522192457637,normal,2.5073740039019228
457,2.32196766503776,2.30318235138686,normal,2.5034769046672545
458,2.28360784624412,2.2627799935197,normal,2.4900054920402357
459,2.55674321241087,2.51838672848577,normal,2.4728927504203737
460,2.40109154854989,2.362783209627,normal,2.4773201485656724
461,2.51810262074543,2.5699827439457,normal,2.4861273122433873
462,2.68350705454859,2.68552104940526,normal,2.4735203424616192
463,2.65566164335632,2.62794864072508,normal,2.43230317014026
464,2.26257081588161,2.29458404630026,normal,2.426595621195878
465,2.24986402234657,2.22111063506024,normal,2.4278850844252484
466,2.56833201151892,2.61435913618777,normal,2.4347511625030984
467,2.52337258262702,2.51462371117552,normal,2.4283043012495624
468,2.58780957664299,2.56474996375397,normal,2.427668174818078
469,2.49002661788231,2.52963563232567,normal,2.4084058516812616
470,2.10640892867186,2.08967778562874,normal,2.395896760263122
471,2.23934036022972,2.23960869041063,normal,2.3866251436761745
472,2.30070948323745,2.32252429982742,normal,2.393441508675703
473,2.35705973886413,2.36577116468745,normal,2.4044842202242718
474,2.44085529466718,2.42168380968273,normal,2.3751100583344757
475,2.41643009772509,2.35324131315473,normal,2.3876673879956485
476,2.30451103871001,2.28104789689346,normal,2.3998221700994273
477,2.4774097591174,2.49788467813316,normal,2.400017510886276
478,2.45658189250751,2.48887439192087,normal,2.4118195372049622
479,2.38946051121052,2.39682952129319,normal,2.4339058590123126
480,2.35893790761749,2.38675130828877,normal,2.429453057629288
481,2.16406228035608,2.17374670784082,normal,2.4403714415895674
482,2.65941606923171,2.70298365609312,normal,2.4488479289682017
483,2.70209773215413,2.74707169531065,normal,2.471575967303393
484,2.55006519207043,2.5325657441284,normal,2.499195095327609
485,2.26610334864993,2.26670818040903,normal,2.50873567268195
486,2.55286523957995,2.57090351752089,normal,2.49258576339885
487,2.21723252702436,2.25573227908205,normal,2.514272339525902
488,2.52511736361828,2.52954692409164,normal,2.5093152242691934
489,2.56427609626735,2.54883112036225,normal,2.521490988162589
490,2.69505900858366,2.69416188818259,normal,2.5496823727244036
491,2.73532408084085,2.69533481725671,normal,2.5308273842013653
492,2.65695937208896,2.64099333844827,normal,2.5271234184026894
493,2.27241176406335,2.24662575267437,normal,2.5510527061016433
494,2.71665899959919,2.72212816319897,normal,2.542307224802597
495,2.31971853415858,2.31239457943814,normal,2.5773096497694175
496,2.32201325200532,2.35638316624176,normal,2.579478951366156
497,3.11996145921071,3.12585442452033,normal,2.5822302565807864
498,2.49825290514561,2.46424686746508,normal,2.5719033991100315
499,2.46382843587636,2.47700625714826,normal,2.5674818271446447
500,2.6555038642469,2.62564749589334,normal,2.555877348587632
501,2.43350180400619,2.4397212980352,normal,2.595710351223993
502,2.70741088171695,2.78076865358435,normal,2.586720935113008
503,2.57521571782917,2.56208644804272,normal,2.604171344752739
504,2.58405072905522,2.59010069858171,normal,2.617781185756267
505,2.50488465369372,2.53925902612126,normal,2.587242049899277
506,2.659463995678,2.62901123777591,normal,2.6257249028317577
507,2.42929646736348,2.46692616009308,normal,2.6545725299487097
508,2.85614562316235,2.84412079221978,normal,2.6349350615364866
509,2.56230606863509,2.5872869215342,normal,2.647858215517554
510,2.59016464003742,2.57415072403411,normal,2.643526418967862
511,2.50860948320824,2.56053078129468,normal,2.646411505338863
512,2.63197148244815,2.66776738666548,normal,2.6616733455381114
513,3.06207346230655,3.04148966145229,normal,2.6699823425887454
514,2.85484436881496,2.90972066390254,normal,2.6956663537593886
515,2.33946865268949,2.33108546970999,normal,2.71708201515382
516,2.609370364368,2.63356860775121,normal,2.6992345543420675
517,2.71045538689053,2.71579170533897,normal,2.726483158328715
518,2.60550891829754,2.60536274360773,normal,2.73504808178905
519,2.7580984541982,2.81902830157044,normal,2.7594225367702214
520,2.71005250135302,2.66389398188077,normal,2.7981204367397434
521,3.05979478157834,3.01427140533556,normal,2.7955661792168494
522,2.76380465626003,2.78816108100955,normal,2.8148087431074744
523,2.64131579300741,2.57640888004349,normal,2.8628405192377597
524,2.97136631925149,2.99601598133392,normal,2.8866068866004384
525,2.66341408208513,2.70262457593913,normal,2.9249954525113133
526,2.97073967603295,2.92614760601225,normal,2.936212294654271
527,3.2492116683646,3.24823588620831,normal,2.995810569810276
528,3.02113868575944,3.00317579860888,normal,3.027268520968037
529,3.17037874361657,3.19835912226191,normal,3.0432985630139506
530,3.07056015893096,3.05156211166428,normal,3.0636554897690496
531,2.96595045433993,2.99006411819138,normal,3.085990235168353
532,3.31454933329024,3.2916201940021,normal,3.0779532875056006
533,2.7412934202042,2.7736153757521,normal,3.135871925330286
534,3.70181802097338,3.71300242891051,normal,3.140340516246718
535,3.17133989454067,3.13576324924719,normal,3.1301730484743615
536,3.28925492140781,3.25472203602426,normal,3.148863847799792
537,3.09181551976995,3.09351498233603,normal,3.1477228669249544
538,2.97077154101861,2.91143006103305,normal,3.173458123885815
539,2.84798934870716,2.87546176639263,normal,3.2015027116873918
540,3.52711038198962,3.57140414330941,normal,3.2018698065911937
541,2.97333603841779,2.99317646975873,normal,3.254950484119792
542,3.13014810146099,3.09572386962296,normal,3.224332839204737
543,3.27632322218498,3.28353778849034,normal,3.238551382829352
544,3.11411321532115,3.18124440913935,normal,3.266191271501006
545,3.39986055147535,3.43759096607718,normal,3.298160599627974
546,3.39435900281409,3.41073293521504,normal,3.3467915862885502
547,3.27090320219123,3.29712661755913,normal,3.4103257129111215
548,3.52952310354258,3.56982553868107,normal,3.417740360797214
549,3.24797549166034,3.25373775518468,normal,3.4609811105352812
550,3.352236886474,3.34904140361642,normal,3.5024513690771633
551,3.67741366180726,3.66932036609907,normal,3.537059022415089
552,3.56820895192946,3.57305490424055,normal,3.547221393007571
553,3.6478632007961,3.64089486094169,normal,3.5631497571586626
554,3.8513971401073,3.8284736657312,normal,3.573068807906276
555,3.71051361448056,3.6826238616008,normal,3.614523590213133
556,3.62355170217153,3.64178771582974,normal,3.6485033573571592
557,3.73473107553636,3.71777774775119,normal,3.711299272377148
558,3.83088795477,3.80265258855923,normal,3.735495224900134
559,3.37482007399906,3.33367996802658,normal,3.7474909948280857
560,3.71772337481926,3.67651642834355,normal,3.804491943221267
561,3.53892043740848,3.55951869642924,normal,3.828638685458368
562,3.92986998947495,3.91894835216199,normal,3.837428181632459
563,4.02999796163553,4.07952204584146,mild_damage,3.857895543626975
564,4.09844408457248,4.19567648048451,mild_damage,3.895334343368643
565,3.71998558825347,3.71198069146121,normal,3.930019506175887
566,3.82749334270594,3.84925691501835,normal,3.944190360402945
567,4.19639299648871,4.42806913013827,mild_damage,3.9927821340761254
568,4.02992537800715,4.0030959944982,mild_damage,4.028697545924017
569,3.94688781904588,3.96031610834256,normal,4.072520441479147
570,4.01407216281176,3.98963429151855,mild_damage,4.083372272071724
571,4.11401387839725,4.20336971195475,mild_damage,4.099414710749201
572,4.27007305345094,4.23805518985986,mild_damage,4.139569815284646
573,4.0485876489075,4.0152154019651,mild_damage,4.202787173099975
574,4.00951822991531,4.06255657312428,mild_damage,4.225510863064082
575,4.21698782792169,4.21524760606193,mild_damage,4.222833392557261
576,4.27163310002899,4.21686212975619,mild_damage,4.234060008182673
577,4.25507118110395,4.08172581105064,mild_damage,4.256413200363054
578,4.43278819407835,4.32015862600362,mild_damage,4.3097286700515385
579,4.84125563488153,4.79800304851617,mild_damage,4.3544760696160205
580,4.59717598387963,4.66024105869115,mild_damage,4.411260778624195
581,4.13419813871202,4.19011226447996,mild_damage,4.439961365348842
582,4.34421210648107,4.38790707253595,mild_damage,4.496466095138822
583,4.08926931819123,4.17149522887939,mild_damage,4.512162194169234
584,4.31156365050194,4.29561399104828,mild_damage,4.576747405966808
585,4.75884063573888,4.7893663368458,mild_damage,4.635698171858022
586,4.87952904567071,4.87458070542198,mild_damage,4.655520640840644
587,5.05388736689548,5.08982582498249,mild_damage,4.619532611225082
588,4.4605641677308,4.44572420283481,mild_damage,4.631545196417401
589,4.82750555836649,4.91012751997396,mild_damage,4.66912394469456
590,4.57562405316033,4.45068909151811,mild_damage,4.68569624850406
591,4.9966863567652,5.18564030671981,mild_damage,4.734841782787895
592,4.98760772779604,4.96598729941884,mild_damage,4.756960014101974
593,4.71606408950277,4.61749566074295,mild_damage,4.8004349166564015
594,4.34978493722535,4.25818260428275,mild_damage,4.806938831596801
595,4.84373131677891,4.84042983657592,mild_damage,4.792761974642182
596,4.649649481289,4.75379348863736,mild_damage,4.849452865400926
597,4.71195608840939,4.63649162967846,mild_damage,4.847164695308121
598,4.87515638109072,4.90867824313692,mild_damage,4.920170753953574
599,4.69344925355594,4.62738746075945,mild_damage,4.920313852862021
600,5.36511609730237,5.44148987516221,mild_damage,4.9474060990052715
601,5.01627309772526,4.97213942952798,mild_damage,4.998549609481882
602,4.94097417017683,4.87717297066321,mild_damage,5.04937736664177
603,5.12197503193069,5.29608756421598,mild_damage,5.075788556793566
604,4.85344686582653,4.87580496858185,mild_damage,5.113696834789396
605,5.44112344976618,5.54577997119992,mild_damage,5.173751185416685
606,5.11118752720194,5.18778679034651,mild_damage,5.221375705430477
607,5.35554947967223,5.37237099156759,mild_damage,5.289666701703567
608,5.27637623562451,5.38464831789212,mild_damage,5.283425594780584
609,5.02972552397214,5.02059896168108,mild_damage,5.3471919101347565
610,5.19291324436982,5.23659768885285,mild_damage,5.412393329826997
611,5.44671979895085,5.3224176585748,mild_damage,5.450584609338391
612,5.63506390842523,5.5373068890878,mild_damage,5.481169697162056
613,5.56182795065194,5.6230460433438,mild_damage,5.50260654615827
614,5.68008053649396,5.65175240485579,mild_damage,5.547020145230338
615,5.38068697389456,5.34787327131749,mild_damage,5.561589670502491
616,5.89789483270813,5.92863415984055,mild_damage,5.591086842517012
617,6.06551835659169,5.85519426604682,mild_damage,5.638832497570335
618,5.89778099585422,5.86895675688689,mild_damage,5.690361135872919
619,5.42097106678348,5.33458128593682,mild_damage,5.730930460650811
620,5.82954636418819,5.86733270614314,mild_damage,5.764013018220761
621,5.85154694516011,5.85399077642754,mild_damage,5.7921900764184056
622,5.71347402961672,5.5909138706499,mild_damage,5.822694187760329
623,5.83505371704533,5.82710589810992,mild_damage,5.878646579988868
624,5.75484644645046,5.73678378748091,mild_damage,5.890531245522408
625,5.96758022575989,6.00952726339162,mild_damage,5.882862395540074
626,5.98101352308355,5.93095753024317,mild_damage,5.908408199440441
627,6.14150451098612,6.03354525263705,mild_damage,5.961224211176135
628,6.05174798459739,6.04570191630847,mild_damage,5.994414646963554
629,6.06921030166254,6.10931407498465,mild_damage,6.038006175345768
630,6.15828747288262,6.18715915474557,mild_damage,6.082865045319052
631,6.05405650500826,6.10690414284365,mild_damage,6.110275570455455
632,5.81510135249254,5.74016151631182,mild_damage,6.132428121577977
633,6.32029738230919,6.25214381539238,mild_damage,6.149042925868883
634,6.18035194737343,6.12682146197225,mild_damage,6.203398420066323
635,6.315808833882,6.36518924295441,mild_damage,6.249560560655001
636,6.48517245387081,6.50786370216075,mild_damage,6.30139213189862
637,6.23571886408644,6.26379692024915,mild_damage,6.353474305810536
638,6.15686346201481,6.23826377515597,mild_damage,6.367036589828419
639,6.0148595579201,6.06907205431875,mild_damage,6.41247825023767
640,6.27268229022259,6.2587493277552,mild_damage,6.50197225542389
641,6.73336150713609,6.74628994320478,mild_damage,6.5077652954739404
642,6.54773083856681,6.72597736146722,mild_damage,6.543842445852472
643,6.7078413643035,6.82317548496275,mild_damage,6.577880915155792
644,6.92642952813873,6.8905466836634,mild_damage,6.603644650864832
645,6.53976361766794,6.39059341501381,mild_damage,6.630611039154422
646,6.81992272212518,6.78852904898241,mild_damage,6.670534101908776
647,7.06243704212432,7.08257159410512,severe_damage,6.70254299675999
648,6.49885021137249,6.33903941614313,mild_damage,6.728371675890012
649,6.56374821123658,6.66797871765022,mild_damage,6.743275521893521
650,6.76221993817702,6.87576628250423,mild_damage,6.790919748465602
651,6.89525187112723,6.89431973779634,mild_damage,6.81090390985098
652,6.69966648272261,6.668292744593,mild_damage,6.8402713511083135
653,6.77699727061497,6.83710971647128,mild_damage,6.9050595448392045
654,6.49071933748172,6.54920547708696,mild_damage,6.901133568566704
655,6.65642670708092,6.64617951470552,mild_damage,6.914151986565819
656,7.05329744413886,6.96984763325743,severe_damage,6.9652263090587265
657,7.40200288158427,7.44064076004843,severe_damage,7.0477603627091945
658,6.9740186528797,7.12293790574342,mild_damage,7.059893646328163
659,7.54931223853136,7.3310583025234,severe_damage,7.087071974579347
660,7.10471120157962,7.36241632097717,severe_damage,7.128202652747129
661,7.00507395275338,6.7296394048949,severe_damage,7.13412439040029
662,7.40338794570268,7.27784786409185,severe_damage,7.2179007831877335
663,7.01898317880733,7.10515425353676,severe_damage,7.267120055566143
664,7.73956316534185,7.90598952240722,severe_damage,7.334430391613146
665,7.18728851870386,7.05776553678877,severe_damage,7.349213993577164
666,7.3295647581969,7.30199466156409,severe_damage,7.385118447821657
667,7.40768014845533,7.28525291710973,severe_damage,7.39042818361606
668,7.15711832496192,6.92593578126869,severe_damage,7.408580419625712
669,7.63470736912272,7.80585136889863,severe_damage,7.473521402804703
670,7.45667338901933,7.38446860038166,severe_damage,7.488567555207573
671,7.97491575983809,7.97950267396247,severe_damage,7.527351555807926
672,7.34544115416831,7.66239478950871,severe_damage,7.525903502632392
673,7.61023874051218,7.66150471941081,severe_damage,7.612575342900619
674,7.41463485053489,7.41070433943943,severe_damage,7.6527013242861015
675,7.52665815246423,7.63469986112196,severe_damage,7.69473081709964
676,7.66770617095766,7.70375415257976,severe_damage,7.733060993062941
677,7.68450166211948,7.50354015013492,severe_damage,7.748319380291819
678,7.57677285162747,7.68691426254204,severe_damage,7.787446034797619
679,7.8830085168674,7.88426872477422,severe_damage,7.78420830596121
680,8.37119222453374,8.35784314081216,severe_damage,7.793511164146125
681,7.78959686718286,7.90388438234633,severe_damage,7.833657276431933
682,7.88636783181416,7.91569530931281,severe_damage,7.882763548244614
683,7.58308199018429,7.50088842071822,severe_damage,7.887729514643867
684,8.21583757830072,8.03472717733178,severe_damage,7.939049781815514
685,7.87369030619011,7.97136841796865,severe_damage,7.992003807221761
686,7.81281958713627,7.93093674141633,severe_damage,8.029227670183637
687,7.77145206445811,7.80193766228245,severe_damage,8.042424830882958
688,8.24993628335512,8.26369640369794,severe_damage,8.050153700693295
689,8.16075971042077,8.14729841662965,severe_damage,8.061244071638193
690,7.72693531451284,7.70918935711076,severe_damage,8.087628980846027
691,8.50506583491516,8.47355816015446,severe_damage,8.15554589503529
692,8.08281177352066,8.29785053122861,severe_damage,8.188109983530545
693,8.07118063785252,8.24527220697018,severe_damage,8.220844150607178
694,8.13815430059064,8.08222613526404,severe_damage,8.247593706860458
695,8.36281774757156,8.47377618796723,severe_damage,8.309030198464084
696,8.15720685866142,8.07023994651979,severe_damage,8.29711711036933
697,8.4189906232567,8.31146894743032,severe_damage,8.318332543235025
698,8.53798112814231,8.51964213355715,severe_damage,8.377791754705827
699,8.49209743043016,8.52318850476062,severe_damage,8.403754702646983
700,8.54720093330815,8.46238092411814,severe_damage,8.402744689921208
701,8.54806300102379,8.33218008521555,severe_damage,8.431541358164209
702,8.60343334826288,8.72348503633683,severe_damage,8.469340113520666
703,8.15191901565671,8.08500008227661,severe_damage,8.48122938593551
704,8.46208627891603,8.46552990961508,severe_damage,8.536068195170028
705,8.51336819760903,8.60107752917277,severe_damage,8.581224251514818
706,8.85049465314556,8.86300237927183,severe_damage,8.591259122480029
707,8.27930151716039,8.28270034034197,severe_damage,8.584414626273766
708,8.62359836598557,8.6772222306152,severe_damage,8.605645203646707
709,8.56689999308826,8.64920746561088,severe_damage,8.642241840759613
710,8.73858903784648,8.65211527418992,severe_damage,8.66954616619635
711,8.84002036223483,8.89282208503756,severe_damage,8.70466000313168
712,8.89780046053957,8.98880979260218,severe_damage,8.757379089396029
713,8.61725260691196,8.67016519803527,severe_damage,8.787805728977395
714,8.64892539153144,8.42052106166668,severe_damage,8.77970158766608
715,8.60872751114729,8.78083958471228,severe_damage,8.820752416516152
716,9.0371751573063,8.88112964190913,severe_damage,8.841625897990104
717,8.84126138964547,9.13304991788791,severe_damage,8.880277682029114
718,8.71091999814027,8.61170763630653,severe_damage,8.881098344944263
719,9.28925001967005,9.2563162035803,severe_damage,8.913261838852009
720,8.89407627793061,9.05747712289329,severe_damage,8.915778361658457
721,8.94516167617083,8.74144025960212,severe_damage,8.936964073688504
722,8.82889652774317,8.89846277309304,severe_damage,8.975749714119631
723,8.87997290812408,8.99032445272448,severe_damage,8.99039023769922
724,9.14829321178176,9.22898422619601,severe_damage,9.013650615925064
725,8.77349331838894,8.66442521791715,severe_damage,9.028325152177233
726,9.30700047307689,9.37527449365375,severe_damage,9.052569115320205
727,9.17348940030268,9.02655763469893,severe_damage,9.037985344609508
728,8.94313016148753,8.98795087848597,severe_damage,9.041239361648056
729,9.08507234864822,9.00230566813357,severe_damage,9.073565797737372
730,8.97205449360056,9.00044743840613,severe_damage,9.111517006149935
731,9.3524022186053,9.23003531529679,severe_damage,9.121029113462331
732,9.29119854940512,9.35316796167043,severe_damage,9.122289537794078
733,9.04916023353247,8.9753670834511,severe_damage,9.158462612436589
734,9.16534154618968,9.03755964291988,severe_damage,9.169593254372392
735,9.43725860405604,9.10628737847151,severe_damage,9.169593826235964
736,9.15575407526505,9.22633680094184,severe_damage,9.20294444631836
737,9.20696110750867,9.46773089928149,severe_damage,9.249930234502758
738,9.21631091774578,9.13300606241043,severe_damage,9.245625201624222
739,9.03206081319432,9.2478905911722,severe_damage,9.268950505491887
740,9.23472564959386,9.20702133755481,severe_damage,9.264797988950606
741,9.66406899842977,9.54223412269081,severe_damage,9.306763694333132
742,9.01417057306645,9.0265662126525,severe_damage,9.327217470280683
743,9.54944995100348,9.48821017972193,severe_damage,9.35471726018557
744,9.60293080759361,9.70709249089951,severe_damage,9.363485483069352
745,9.06476388551181,8.9358719452281,severe_damage,9.375168247171954
746,9.56050459895423,9.57991487331175,severe_damage,9.369977192214611
747,9.24771455283028,9.29088021355122,severe_damage,9.381656819511907
748,9.58576590870637,9.60485266418899,severe_damage,9.416341926273963
749,9.30138577891812,9.34436628213315,severe_damage,9.42152864990199
750,9.58232104093217,9.51878422704482,severe_damage,9.440342663819157
751,9.5797039931568,9.35786014419859,severe_damage,9.429498797740587
752,9.5922609539632,9.64297236082052,severe_damage,9.411663386505351
753,9.19698425127943,9.05514023805024,severe_damage,9.448327083344093
754,9.25604133243699,9.42308500063166,severe_damage,9.469711450488717
755,9.77349887654404,9.72729793898568,severe_damage,9.491985917796764
756,9.49062472175161,9.62003497711119,severe_damage,9.489572403248928
757,9.05013697315266,9.30877642140998,severe_damage,9.496738257777396
758,9.37645530568117,9.3255521885434,severe_damage,9.492773360972633
759,9.52982865282247,9.43956132237099,severe_damage,9.510587492931323
760,9.31907067945759,9.48582739780923,severe_damage,9.511388578564686
761,9.85314557764829,9.90068038048111,severe_damage,9.547737066024611
762,9.61940479805305,9.62499722317193,severe_damage,9.588878273495514
763,9.54731671120045,9.56864994597142,severe_damage,9.567569554949255
764,9.56270646690063,9.4518541000602,severe_damage,9.543076598136421
765,9.3018340061812,9.45931077497336,severe_damage,9.557617641343878
766,9.69405571598356,9.62507212357892,severe_damage,9.58283308289877
767,9.48847219827861,9.65498864532098,severe_damage,9.60922942999167
768,9.67329004080932,9.60036754994912,severe_damage,9.626820467679842
769,9.8218146608859,10.0402031126952,severe_damage,9.614506032091453
770,9.36309764859869,9.40766716079181,severe_damage,9.619979743683464
771,9.71804621692392,9.25264062491866,severe_damage,9.617526577891333
772,9.55428118537336,9.52689206952185,severe_damage,9.622266769787759
773,9.51478873054656,9.70378381186677,severe_damage,9.64256517198849
774,9.88333657874917,9.83550652876448,severe_damage,9.666731673890137
775,9.84728888181596,9.74969296313182,severe_damage,9.679697114061884
776,9.64863833465774,9.7159638466553,severe_damage,9.664612746576275
777,9.48750288728411,9.70710289705206,severe_damage,9.632154956166977
778,9.42056342508801,9.53185245908946,severe_damage,9.652954590368749
779,9.50596431298735,9.52295697850659,severe_damage,9.704124988750248
780,9.68650431961902,9.76378680798436,severe_damage,9.68100848470982
781,9.90982002958099,9.98756965210362,severe_damage,9.677768022594412
782,9.87649224214817,9.84947024789715,severe_damage,9.671561061000663
783,9.3144617612677,9.37410203766502,severe_damage,9.650545583511006
784,9.55527594845537,9.55333625655572,severe_damage,9.631999672982476
785,9.61444122691072,9.71966167381835,severe_damage,9.63553842581971
786,9.92703258394904,10.0201966006412,severe_damage,9.650459397096885
787,9.39427582497611,9.18014450891539,severe_damage,9.65100437836629
788,9.73721647472238,9.65517688013564,severe_damage,9.653964564875986
789,9.9269776466553,9.74240210485826,severe_damage,9.654865704908765
790,9.42005061374447,9.43446080078695,severe_damage,9.636108224112569
791,9.77943376947402,9.43777518872734,severe_damage,9.639655137002286
792,9.77789073754657,9.76018418961061,severe_damage,9.67883350323565
793,9.59694383785988,9.75566702824707,severe_damage,9.655942762951335
794,9.4656874553469,9.53113169754768,severe_damage,9.64363003115151
795,9.59646105540746,9.80818960562978,severe_damage,9.701597500003777
796,10.0032785782779,10.0010867525953,severe_damage,9.671137707606833
797,9.64877675158115,9.56810803595422,severe_damage,9.680378866011786
798,9.70251987620814,9.42730573101077,severe_damage,9.634388751078552
799,9.74568174057806,10.1410117500562,severe_damage,9.622826909058862
800,9.33268448722156,9.37630056955365,severe_damage,9.597350918539446
801,9.6756658269427,9.83550562364378,severe_damage,9.590067157653582
802,9.96937244930905,10.0496565416994,severe_damage,9.582339211330401
803,9.25638158335843,9.1982799941815,severe_damage,9.586076897306082
804,9.92896536133033,9.88101948093255,severe_damage,9.528111573168262
805,9.12328754088649,8.74460907678844,severe_damage,9.506468124750315
806,9.41529013588784,9.26434755843197,severe_damage,9.550441780706281
807,9.44166789339608,9.37804433181939,severe_damage,9.497104056387434
808,9.74559168156069,9.64641061495912,severe_damage,9.535441138409883
809,9.30607740394784,9.41521250269994,severe_damage,9.48566806883372
810,9.79576276827408,9.86425489526501,severe_damage,9.433643089137218
811,9.20753249526216,9.131606890528,severe_damage,9.460653095928867
812,9.42115314780457,9.24345630968499,severe_damage,9.45338919668202
813,9.96964244895011,10.0869105703503,severe_damage,9.540328875606082
814,9.35300329363715,9.34094588527345,severe_damage,9.56625909073245
815,9.9012324378902,9.95135679989039,severe_damage,9.571278479802464
816,9.03700359295762,9.08890958000136,severe_damage,9.546526023114955
817,9.28720562126295,9.26928184625188,severe_damage,9.523274084879766
818,9.49599937523884,9.6034300960562,severe_damage,9.480208282929224
819,9.73786938799702,9.77206099222984,severe_damage,9.508660899844541
820,10.0417057946834,10.0487042606494,severe_damage,9.548863083487019
821,9.81301276364141,9.65330078532749,severe_damage,9.474658019405688
822,9.44735617182006,9.4533351678696,severe_damage,9.472703121257997
823,9.13759415622521,9.27512376464648,severe_damage,9.398583691312833
824,9.12774711633844,9.0664334291721,severe_damage,9.404504615511616
825,9.1581063759855,9.21826786600689,severe_damage,9.422390608307575
826,9.46314953437401,9.55839614425776,severe_damage,9.419608408717922
827,9.34690131440537,9.84648906432214,severe_damage,9.384995875636218
828,9.08160328827917,8.97383460913032,severe_damage,9.317813120599912
829,9.34221741887239,9.31162241305809,severe_damage,9.304345836827558
830,8.90405219910993,8.83956535071296,severe_damage,9.27934987921545
831,9.40766888214582,9.17772344298307,severe_damage,9.265229688522824
832,9.51001705910696,9.53757173819127,severe_damage,9.240630494120529
833,9.51288442688039,9.56169710221141,severe_damage,9.20839806220948
834,9.3072414532565,9.25287299600427,severe_damage,9.196565754621522
835,9.04770589195223,9.04096293510483,severe_damage,9.161406836728437
836,9.46664856089199,9.45129152874216,severe_damage,9.164559264374345
837,9.12372692521271,9.07839580368801,severe_damage,9.128501612987192
838,9.19136013459161,9.06332090425707,severe_damage,9.124496956722622
839,8.80533990412343,8.69744551313768,severe_damage,9.122637074330026
840,8.872336217161,8.73478138734114,severe_damage,9.06996984387886
841,9.2760747425776,9.38091153043839,severe_damage,9.059005270927296
842,9.32298693005199,9.31910529592589,severe_damage,9.028563547047343
843,8.97191347234148,9.02112102381896,severe_damage,9.0256941090804
844,8.87591624846618,8.77075764225078,severe_damage,8.98606753469988
845,9.10444628516705,8.77949550674439,severe_damage,8.95194284172769
846,9.14235921838235,9.14982520709416,severe_damage,8.923128042413122
847,8.6536458545628,8.74756328142376,severe_damage,8.937665405731227
848,9.22569222160815,9.39722850793794,severe_damage,8.920179509335822
849,9.06949568894595,8.79624713780495,severe_damage,8.892206696910343
850,8.95338861133653,8.99792136560071,severe_damage,8.872805172606087
851,8.83311582652501,8.85689291303436,severe_damage,8.855823772695338
852,8.55960295553862,8.56652540910515,severe_damage,8.847147711236723
853,8.64768976094529,8.63109891453859,severe_damage,8.834228680459592
854,8.62380792119174,8.91550596290925,severe_damage,8.79945306279665
855,8.64618918769611,8.47249294141006,severe_damage,8.796004823703136
856,8.93111075416031,8.9613193440562,severe_damage,8.740729807511444
857,8.96181428964535,9.02808243136203,severe_damage,8.717746715752574
858,9.06290783529513,8.76640002515773,severe_damage,8.679284050267732
859,8.57479573453842,8.64061672037155,severe_damage,8.654354637681442
860,8.3670059079625,8.58571004508743,severe_damage,8.640501531766848
861,8.67121606430317,8.62819094215001,severe_damage,8.61092260743477
862,8.73953050104396,8.69583969502109,severe_damage,8.595179775893863
863,8.78653487277091,8.56810326506254,severe_damage,8.598690181139892
864,8.40604287707211,8.45150076142189,severe_damage,8.561113208971596
865,8.26549824632084,8.42098138332811,severe_damage,8.520812767010451
866,8.67156437730325,8.48295172424,severe_damage,8.479815753059922
867,8.56144370501223,8.35872882038622,severe_damage,8.446215923779645
868,8.27747804979698,8.18741504955745,severe_damage,8.448654195932543
869,8.6649543202583,8.67936348979564,severe_damage,8.413046519167056
870,8.35703769546724,8.52514902010049,severe_damage,8.382342770791073
871,8.31335625152855,8.39766476153176,severe_damage,8.350675431953318
872,8.4359142303892,8.42357580194485,severe_damage,8.354546624747812
873,8.27798152062205,8.1514448158998,severe_damage,8.362658531339244
874,8.12748441516235,8.13661928116742,severe_damage,8.327767714312916
875,8.5414540972267,8.62228412738088,severe_damage,8.298286588022115
876,8.20234349437844,8.0940757906677,severe_damage,8.280004558868754
877,8.20078314332291,8.23528346938134,severe_damage,8.219310729509836
878,8.05257417236638,8.09309318249622,severe_damage,8.160983073750575
879,8.31057853679153,8.5095686533393,severe_damage,8.130706426812274
880,8.30924038286825,8.5426599821996,severe_damage,8.102533399632016
881,8.23907443359047,7.95958946884506,severe_damage,8.089847388055135
882,7.75234331182401,7.91651192602423,severe_damage,8.07913252391179
883,8.0106072303794,7.91318461225701,severe_damage,8.012797424631225
884,7.96581517955839,7.76895604941188,severe_damage,7.958920840557676
